name,open_price,high_price,low_price,close_price,price_change,change_rate,trading_volume,date
포스코퓨처엠,186200,193000,186200,187000,200,+0.11%,331352,24.11.26
포스코퓨처엠,182100,190000,180200,186800,8400,+4.71%,441447,24.11.25
포스코퓨처엠,177600,183000,175500,178400,3300,+1.88%,306011,24.11.22
포스코퓨처엠,170700,178000,169900,175100,3900,+2.28%,333415,24.11.21
포스코퓨처엠,170300,176000,169500,171200,-300,-0.17%,274521,24.11.20
포스코퓨처엠,171600,172900,167900,171500,-900,-0.52%,274971,24.11.19
포스코퓨처엠,167600,174900,164000,172400,4800,+2.86%,546122,24.11.18
포스코퓨처엠,173700,176900,162000,167600,-17600,-9.50%,1078236,24.11.15
포스코퓨처엠,198500,201500,179500,185200,-12000,-6.09%,943563,24.11.14
포스코퓨처엠,205500,211000,197000,197200,-9800,-4.73%,424467,24.11.13
포스코퓨처엠,206500,214000,204500,207000,1000,+0.49%,383971,24.11.12
포스코퓨처엠,213000,215500,205000,206000,-6000,-2.83%,301987,24.11.11
포스코퓨처엠,213500,220500,210500,212000,1000,+0.47%,378951,24.11.08
포스코퓨처엠,217500,220000,207500,211000,-5500,-2.54%,607526,24.11.07
포스코퓨처엠,240500,244000,215000,216500,-19500,-8.26%,709893,24.11.06
포스코퓨처엠,238500,240500,234000,236000,-5000,-2.07%,206032,24.11.05
포스코퓨처엠,231000,244000,227500,241000,13000,+5.70%,375795,24.11.04
포스코퓨처엠,222000,234000,220500,228000,3500,+1.56%,258547,24.11.01
포스코퓨처엠,225500,229500,223000,224500,-4000,-1.75%,228900,24.10.31
포스코퓨처엠,236000,239500,227000,228500,-10000,-4.19%,288562,24.10.30
포스코퓨처엠,238500,240000,232000,238500,-4500,-1.85%,231101,24.10.29
포스코퓨처엠,227000,243000,227000,243000,16000,+7.05%,433520,24.10.28
포스코퓨처엠,238500,239000,227000,227000,-4500,-1.94%,234045,24.10.25
포스코퓨처엠,238000,243500,229500,231500,-4000,-1.70%,333140,24.10.24
포스코퓨처엠,219500,238500,218500,235500,16000,+7.29%,378409,24.10.23
포스코퓨처엠,233500,234000,219500,219500,-14000,-6.00%,341027,24.10.22
포스코퓨처엠,229000,239500,228500,233500,3000,+1.30%,174204,24.10.21
포스코퓨처엠,235500,238500,229000,230500,-3500,-1.50%,164076,24.10.18
포스코퓨처엠,234000,241000,234000,234000,500,+0.21%,162369,24.10.17
포스코퓨처엠,237500,240000,233000,233500,-1000,-0.43%,247050,24.10.16
포스코퓨처엠,242500,245500,230500,234500,-6500,-2.70%,335905,24.10.15
포스코퓨처엠,243000,248500,239500,241000,-5500,-2.23%,232478,24.10.14
포스코퓨처엠,255500,260000,245500,246500,-6500,-2.57%,261531,24.10.11
포스코퓨처엠,260000,260500,252000,253000,-5500,-2.13%,345530,24.10.10
포스코퓨처엠,250500,259500,249000,258500,5000,+1.97%,349162,24.10.08
포스코퓨처엠,245500,254000,243500,253500,11000,+4.54%,372230,24.10.07
포스코퓨처엠,247500,248500,241000,242500,-6500,-2.61%,367482,24.10.04
포스코퓨처엠,248500,255000,246500,249000,-1000,-0.40%,325229,24.10.02
포스코퓨처엠,254000,264000,250000,250000,-1000,-0.40%,562666,24.09.30
포스코퓨처엠,256000,256000,248500,251000,-2000,-0.79%,320239,24.09.27
포스코퓨처엠,249500,253000,242500,253000,6000,+2.43%,370304,24.09.26
포스코퓨처엠,250000,254000,245000,247000,-4000,-1.59%,398344,24.09.25
포스코퓨처엠,243000,253500,242500,251000,11000,+4.58%,625594,24.09.24
포스코퓨처엠,232000,241000,229000,240000,6000,+2.56%,289020,24.09.23
포스코퓨처엠,239000,242000,231500,234000,500,+0.21%,298547,24.09.20
포스코퓨처엠,235000,236500,225500,233500,1500,+0.65%,248153,24.09.19
포스코퓨처엠,232500,235000,225000,232000,-2000,-0.85%,352907,24.09.13
포스코퓨처엠,229000,234000,223500,234000,14500,+6.61%,632460,24.09.12
포스코퓨처엠,202500,220000,202000,219500,18000,+8.93%,643423,24.09.11
포스코퓨처엠,207500,211500,201000,201500,-4500,-2.18%,376149,24.09.10
포스코퓨처엠,211500,217500,204500,206000,-10000,-4.63%,472690,24.09.09
포스코퓨처엠,235500,239500,215000,216000,-18500,-7.89%,528839,24.09.06
포스코퓨처엠,244500,245000,230500,234500,-6000,-2.49%,624356,24.09.05
포스코퓨처엠,232500,247500,231500,240500,-500,-0.21%,656927,24.09.04
포스코퓨처엠,250000,250500,238500,241000,-5500,-2.23%,589457,24.09.03
포스코퓨처엠,217500,248000,217000,246500,32000,+14.92%,1379956,24.09.02
포스코퓨처엠,217500,218000,213000,214500,-1500,-0.69%,222800,24.08.30
포스코퓨처엠,210000,220000,209000,216000,5000,+2.37%,266862,24.08.29
포스코퓨처엠,220500,221500,210500,211000,-9000,-4.09%,208393,24.08.28
포스코퓨처엠,217000,225000,214000,220000,2000,+0.92%,219608,24.08.27
포스코퓨처엠,217000,222500,215500,218000,4500,+2.11%,215217,24.08.26
포스코퓨처엠,216500,218000,210000,213500,-5500,-2.51%,222833,24.08.23
포스코퓨처엠,211500,222000,208500,219000,9500,+4.53%,382416,24.08.22
포스코퓨처엠,202500,213500,202500,209500,7000,+3.46%,336236,24.08.21
포스코퓨처엠,203000,206500,200500,202500,2000,+1.00%,171260,24.08.20
포스코퓨처엠,208000,210500,200000,200500,-10000,-4.75%,273368,24.08.19
포스코퓨처엠,216000,217500,210000,210500,500,+0.24%,206191,24.08.16
포스코퓨처엠,211500,213000,207500,210000,5000,+2.44%,217846,24.08.14
포스코퓨처엠,207000,210000,201000,205000,-3000,-1.44%,258721,24.08.13
포스코퓨처엠,205500,214000,205500,208000,2500,+1.22%,200458,24.08.12
포스코퓨처엠,204000,212500,202500,205500,6000,+3.01%,385697,24.08.09
포스코퓨처엠,207500,211500,198300,199500,-11000,-5.23%,520530,24.08.08
포스코퓨처엠,213500,219500,210000,210500,-6500,-3.00%,289844,24.08.07
포스코퓨처엠,207500,222000,207500,217000,14000,+6.90%,489097,24.08.06
포스코퓨처엠,224000,231500,195500,203000,-23000,-10.18%,627001,24.08.05
포스코퓨처엠,216000,231500,214000,226000,4500,+2.03%,465318,24.08.02
포스코퓨처엠,212000,228000,210500,221500,10000,+4.73%,446115,24.08.01
포스코퓨처엠,214500,217000,209000,211500,-4000,-1.86%,218021,24.07.31
포스코퓨처엠,211000,220000,210000,215500,1500,+0.70%,294217,24.07.30
포스코퓨처엠,209000,215000,207500,214000,5000,+2.39%,295004,24.07.29
포스코퓨처엠,225000,226500,208500,209000,-17000,-7.52%,677627,24.07.26
포스코퓨처엠,223500,232500,216500,226000,-1500,-0.66%,512421,24.07.25
포스코퓨처엠,229500,237500,227000,227500,-6500,-2.78%,294329,24.07.24
포스코퓨처엠,245000,245000,232500,234000,-7500,-3.11%,305264,24.07.23
포스코퓨처엠,255000,255500,241500,241500,-15500,-6.03%,296576,24.07.22
포스코퓨처엠,246500,257000,244500,257000,10500,+4.26%,280823,24.07.19
포스코퓨처엠,245000,253500,241500,246500,-500,-0.20%,342882,24.07.18
포스코퓨처엠,255500,260000,247000,247000,-8500,-3.33%,358859,24.07.17
포스코퓨처엠,265500,267000,254000,255500,-13000,-4.84%,343716,24.07.16
포스코퓨처엠,273500,274500,262000,268500,-4500,-1.65%,372220,24.07.15
포스코퓨처엠,267500,275000,263500,273000,3500,+1.30%,371408,24.07.12
포스코퓨처엠,260500,271500,258000,269500,11500,+4.46%,454205,24.07.11
포스코퓨처엠,260500,263000,258000,258000,-3000,-1.15%,159071,24.07.10
포스코퓨처엠,268500,270000,261000,261000,-6000,-2.25%,211795,24.07.09
포스코퓨처엠,266500,274000,263000,267000,500,+0.19%,309556,24.07.08
포스코퓨처엠,267500,269000,263500,266500,-1500,-0.56%,187882,24.07.05
포스코퓨처엠,269500,270500,263000,268000,2500,+0.94%,288046,24.07.04
포스코퓨처엠,269000,274000,263500,265500,3500,+1.34%,360623,24.07.03
포스코퓨처엠,270500,271000,260500,262000,-7000,-2.60%,241418,24.07.02
포스코퓨처엠,259000,270000,255000,269000,10500,+4.06%,350462,24.07.01
포스코퓨처엠,255000,262000,251000,258500,4000,+1.57%,227548,24.06.28
포스코퓨처엠,259000,261500,254000,254500,-0,0.00%,180278,24.06.27
포스코퓨처엠,255500,258000,253000,254500,500,+0.20%,166439,24.06.26
포스코퓨처엠,259000,264000,254000,254000,-4000,-1.55%,237789,24.06.25
포스코퓨처엠,257000,262500,253500,258000,-0,0.00%,240219,24.06.24
포스코퓨처엠,260000,265000,257500,258000,-2500,-0.96%,276503,24.06.21
포스코퓨처엠,267500,271000,260500,260500,-7000,-2.62%,208837,24.06.20
포스코퓨처엠,258500,270000,256000,267500,9000,+3.48%,391298,24.06.19
포스코퓨처엠,266500,269500,258000,258500,-5000,-1.90%,263228,24.06.18
포스코퓨처엠,268000,271500,263000,263500,-9500,-3.48%,325863,24.06.17
포스코퓨처엠,285500,285500,272500,273000,-13000,-4.55%,410260,24.06.14
포스코퓨처엠,286000,288000,279000,286000,5500,+1.96%,385378,24.06.13
포스코퓨처엠,287000,289500,278500,280500,-5500,-1.92%,321117,24.06.12
포스코퓨처엠,275000,294000,275000,286000,11000,+4.00%,702289,24.06.11
포스코퓨처엠,279500,281000,271500,275000,-7000,-2.48%,337058,24.06.10
포스코퓨처엠,279000,283500,273000,282000,6500,+2.36%,469137,24.06.07
포스코퓨처엠,264500,282000,261500,275500,13500,+5.15%,624645,24.06.05
포스코퓨처엠,252500,266500,252000,262000,7000,+2.75%,311557,24.06.04
포스코퓨처엠,254000,265500,250500,255000,4500,+1.80%,335620,24.06.03
포스코퓨처엠,251000,261500,249500,250500,500,+0.20%,480824,24.05.31
포스코퓨처엠,252500,260500,250000,250000,-5000,-1.96%,327148,24.05.30
포스코퓨처엠,263000,266000,254000,255000,-12000,-4.49%,364095,24.05.29
포스코퓨처엠,273500,274500,265500,267000,-8000,-2.91%,237625,24.05.28
포스코퓨처엠,256000,276000,250500,275000,20500,+8.06%,504623,24.05.27
포스코퓨처엠,258000,260000,252500,254500,-7000,-2.68%,255098,24.05.24
포스코퓨처엠,258500,266000,255500,261500,-500,-0.19%,204587,24.05.23
포스코퓨처엠,266000,269500,261000,262000,-1000,-0.38%,183023,24.05.22
포스코퓨처엠,268500,269000,262000,263000,-8000,-2.95%,258794,24.05.21
포스코퓨처엠,277000,277000,270500,271000,-5500,-1.99%,219723,24.05.20
포스코퓨처엠,280000,283000,276500,276500,-4000,-1.43%,153552,24.05.17
포스코퓨처엠,278500,283000,276500,280500,6000,+2.19%,252686,24.05.16
포스코퓨처엠,277000,281000,274500,274500,-1500,-0.54%,160805,24.05.14
포스코퓨처엠,280500,282500,275500,276000,-4500,-1.60%,164151,24.05.13
포스코퓨처엠,282500,287000,280500,280500,-2000,-0.71%,176598,24.05.10
포스코퓨처엠,283000,283000,276500,282500,-0,0.00%,249792,24.05.09
포스코퓨처엠,278000,283000,276500,282500,2500,+0.89%,194680,24.05.08
포스코퓨처엠,284000,284500,278500,280000,-500,-0.18%,252888,24.05.07
포스코퓨처엠,282000,288500,277000,280500,500,+0.18%,296566,24.05.03
포스코퓨처엠,281000,282500,277500,280000,-3500,-1.23%,199762,24.05.02
포스코퓨처엠,292000,294500,283000,283500,-2500,-0.87%,336697,24.04.30
포스코퓨처엠,278500,286500,276000,286000,5000,+1.78%,321089,24.04.29
포스코퓨처엠,286000,286000,273000,281000,500,+0.18%,381461,24.04.26
포스코퓨처엠,290000,296500,279500,280500,-16500,-5.56%,561953,24.04.25
포스코퓨처엠,291500,302000,286500,297000,22000,+8.00%,829748,24.04.24
포스코퓨처엠,274000,282500,268500,275000,-2000,-0.72%,324620,24.04.23
포스코퓨처엠,263000,278000,260500,277000,23500,+9.27%,503319,24.04.22
포스코퓨처엠,255500,257500,247500,253500,-5000,-1.93%,274965,24.04.19
포스코퓨처엠,250000,261500,250000,258500,9500,+3.82%,361458,24.04.18
