name,open_price,high_price,low_price,close_price,price_change,change_rate,trading_volume,date
SK하이닉스,125600,127800,124500,125600,-0,0.00%,2478565,23.12.07
SK하이닉스,126800,127500,125400,125600,-300,-0.24%,2667583,23.12.06
SK하이닉스,129700,130000,125400,125900,-5200,-3.97%,4375531,23.12.05
SK하이닉스,133400,134600,131100,131100,-1500,-1.13%,2680820,23.12.04
SK하이닉스,132200,133000,130800,132600,-1300,-0.97%,3641222,23.12.01
SK하이닉스,129900,133900,129900,133900,3500,+2.68%,3625365,23.11.30
SK하이닉스,130200,131000,128900,130400,-1000,-0.76%,2227853,23.11.29
SK하이닉스,132100,132100,129900,131400,700,+0.54%,2562226,23.11.28
SK하이닉스,129200,130700,128400,130700,2700,+2.11%,2264243,23.11.27
SK하이닉스,130600,131000,128000,128000,-2100,-1.61%,1925668,23.11.24
SK하이닉스,130600,131400,129500,130100,-1200,-0.91%,1839516,23.11.23
SK하이닉스,129600,131600,129500,131300,-700,-0.53%,2128566,23.11.22
SK하이닉스,132000,133300,131600,132000,600,+0.46%,2439306,23.11.21
SK하이닉스,129300,132000,129300,131400,1500,+1.15%,2004403,23.11.20
